dataset,image_name,path,width,height,original_label,binary,superclass,subclass,acquisition_type,anatom_site,split,channels,is_rgb,is_corrupt,age,sex,fitzpatrick,diagnosis_method,clinical_diagnosis,dermoscopic_diagnosis,histological_diagnosis,asymmetry,color_white,color_red,color_light_brown,color_dark_brown,color_blue_gray,color_black,phash,license,blur,md5,dup_group_id
Synth,082dc830e309eaa0a297f4eb1ffcd353_ITA-26.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/082dc830e309eaa0a297f4eb1ffcd353_ITA-26.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,11117282187042962491,,1081.2236573696136,7c977f9a780ae31312c41977f3a8dd85,
Synth,0aa9baede2061ec2237e3dbc41ce72de_ITA-148.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0aa9baede2061ec2237e3dbc41ce72de_ITA-148.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10533162872368139513,,1407.3929765224457,a150e644e8fbfa3756f3952c70240aa1,
Synth,0b4e2e95166ca3c6f9c74b426bc4d309_ITA-145.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0b4e2e95166ca3c6f9c74b426bc4d309_ITA-145.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13913931410529017069,,3177.3371520005167,3fe309f07cbed3fb3b83b8b224885d44,
Synth,0b923b464326c462aab1c03bc2455f33_ITA-136.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0b923b464326c462aab1c03bc2455f33_ITA-136.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10679259363156782739,,3590.9679335020483,77fa3eedde250c354e2bb93cb2e2bcda,
Synth,0ba2cd1f9b97913f6d4f11998ba4a3a8_ITA-123.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0ba2cd1f9b97913f6d4f11998ba4a3a8_ITA-123.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16455171600421890010,,665.0328807681799,29c9f2e8c125ffe08190bac044d5d5aa,
Synth,0bfb4a12092f29b7880abc4a0346dd9a_ITA-11.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0bfb4a12092f29b7880abc4a0346dd9a_ITA-11.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13349465433344450349,,946.8267412036656,768c479fb039a024376d7648f9960b81,
Synth,0c66c0f179927d901235b2327a1a5f7b_ITA-6.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0c66c0f179927d901235b2327a1a5f7b_ITA-6.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12986922887984275511,,1532.743449448608,e687568189a034d01d2a86dfb96d4917,
Synth,0cca43e575001e406a79739f32a4a4e7_ITA-58.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0cca43e575001e406a79739f32a4a4e7_ITA-58.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13722119178416763281,,433.8998014023528,1a3772e9650543a539d025bb6b8b9be5,
Synth,0cd33c4270020b313bb2ce80c690480f_ITA-53.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0cd33c4270020b313bb2ce80c690480f_ITA-53.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16968104498016830446,,938.1015953486784,68d493c305f12993c4921db8e664c0b0,
Synth,0ea29ab6589b0a2c766a6cbd3d241de4_ITA-107.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0ea29ab6589b0a2c766a6cbd3d241de4_ITA-107.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12190880994180420193,,2945.043340906501,c345a4f98fcac2ef5e93edb7145e9732,
Synth,0eb19d128c2364df8910e1d9e14178e0_ITA-104.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0eb19d128c2364df8910e1d9e14178e0_ITA-104.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13560504417342833548,,1224.9834044789895,9be29e9ffaeeeb5920ff0510bb30960e,
Synth,0f2fd84e23fb2d88d5231d2441efb0d6_ITA-20.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0f2fd84e23fb2d88d5231d2441efb0d6_ITA-20.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13058119947507336765,,749.7506468212232,b37e4bee196bf69f5f626c99e920be8a,
Synth,0f31e6526e1e1b7596bbcedde852009d_ITA-57.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0f31e6526e1e1b7596bbcedde852009d_ITA-57.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13964872149277750886,,1786.9551297686994,8ee146dad310522892933e18d37a351f,
Synth,0f72d148be348f804feb58e284612554_ITA-101.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0f72d148be348f804feb58e284612554_ITA-101.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17328327019104502382,,1162.2961277058348,8211170bc4258fb997fa542c50579cfa,
Synth,10416ad809283bf65889ff3c49fe3ec6_ITA-41.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/10416ad809283bf65889ff3c49fe3ec6_ITA-41.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13488775398373158300,,500.5797345703468,00f9a7b282cddbde9a0ab753d08effb2,
Synth,10f0c131b4d7e82a8e6e7d5131695bb0_ITA-88.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/10f0c131b4d7e82a8e6e7d5131695bb0_ITA-88.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13814114651669645448,,1336.1352339005098,2baf5bbce99a1dccfa9a23260674558e,
Synth,1125b81c793f85564377e33e00a713df_ITA-171.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1125b81c793f85564377e33e00a713df_ITA-171.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13626697183681263903,,955.4048987766728,dd25d10149e8c533965df5f635560821,
Synth,1158fa796b07d96b8a11ebe44f4bedaf_ITA-106.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1158fa796b07d96b8a11ebe44f4bedaf_ITA-106.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17502007107331384408,,2336.9894502162933,d92d7c460200bb7a3c2a4325a9de80f1,
Synth,11e21ab24920d4981b6615f56fb109e3_ITA-23.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/11e21ab24920d4981b6615f56fb109e3_ITA-23.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16459414449837972702,,737.609584774822,21b36f78b9325ca202fc4717ea6fee7f,
Synth,121417e4c88c97438606c56316bed25e_ITA-147.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/121417e4c88c97438606c56316bed25e_ITA-147.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,11905932568842424838,,3082.525692990981,0d7ac099ddb707219e1727f902fd098b,
Synth,12d9175a0534e28bf5085a5816807072_ITA-160.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/12d9175a0534e28bf5085a5816807072_ITA-160.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10671377445321205470,,1362.4210757678377,8184b835d294bf1cfa438936643fa4a2,
Synth,13f998ecadcc36a87ade633529e90c53_ITA-39.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/13f998ecadcc36a87ade633529e90c53_ITA-39.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10464263178213006141,,665.052518225275,e4d18e98c1143d557dec33912bc4aa9a,
Synth,1526df28a85fa2ce68a898e8cb8e110b_ITA-105.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1526df28a85fa2ce68a898e8cb8e110b_ITA-105.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17898014230064023947,,632.8935873359442,99d9d1d73c6fc29ff087361ea65fa6a9,
Synth,158bb6b55f845b43b80e1e12b608e124_ITA-24.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/158bb6b55f845b43b80e1e12b608e124_ITA-24.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12987204720267167645,,649.3513864343986,44d8dc8b9fed981453e4e26c5ce3380d,
Synth,158bd00ccd61604bc2143fd7c9a8d873_ITA5.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/158bd00ccd61604bc2143fd7c9a8d873_ITA5.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,11976849117187788174,,2302.1405352912843,28af6d06b1527f91b607b8f0a1642a96,
Synth,15c16c5746ebd604a7f9faee7d839620_ITA-164.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/15c16c5746ebd604a7f9faee7d839620_ITA-164.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,11925071703438882532,,5469.725168487988,187b02382f6f89aaeac27676a4abc8eb,
Synth,1602e53e792329ac1731b930db8da2c5_ITA-176.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1602e53e792329ac1731b930db8da2c5_ITA-176.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,9380826386611201389,,3560.299262410961,c9ce3617e0da5b0df20141d3cc7edefe,
Synth,17232a7679b75b6dbf73549d2880dab1_ITA-47.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/17232a7679b75b6dbf73549d2880dab1_ITA-47.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17674324094813213639,,957.56344590988,392b16a1983217b1b6b6b392155ca6b2,
Synth,1745a2551c7c7b3e6eaf0c975d0a2e51_ITA-29.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1745a2551c7c7b3e6eaf0c975d0a2e51_ITA-29.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13347422315366272030,,749.1293718665838,64207a044ae2bf35f66b9cf6acb2d408,
Synth,1752a3a540909740796cf4df30109692_ITA-150.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1752a3a540909740796cf4df30109692_ITA-150.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,14491493758399919535,,1999.95536147058,ad67fe5783fe280f35da8671f65d64fd,
Synth,178160ccbb1486cd3dcdb2949bd69e42_ITA-60.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/178160ccbb1486cd3dcdb2949bd69e42_ITA-60.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13194632145918440630,,1197.502507342957,b85d21b4d1e3b37081e75104731ea265,
Synth,17fc0263bd0f4ed309531c27c2c0b132_ITA-95.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/17fc0263bd0f4ed309531c27c2c0b132_ITA-95.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,9888557277739694872,,2128.200688943267,1d784ff2bf9aa48dbeab436b72249edd,
Synth,184a290a299c184822c489d402d6a015_ITA-24.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/184a290a299c184822c489d402d6a015_ITA-24.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12479637068799861806,,488.2988002365455,66a1b16bd1fc30355d5ef97029d74787,
Synth,189ad2eb741457a7954dd0a1a232bbed_ITA-167.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/189ad2eb741457a7954dd0a1a232bbed_ITA-167.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,14067061358657232259,,3344.284196144901,6e83d973c5f613c5d779c8ac995ca79c,
Synth,18a700e4e1bfd25ea23dba3c26e5eebd_ITA7.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/18a700e4e1bfd25ea23dba3c26e5eebd_ITA7.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16172010359146369242,,686.672797203064,0931b743858422b8a5dc3d855668e07b,
Synth,1ab8da6927d30ebf86ada5fdea63a182_ITA-42.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1ab8da6927d30ebf86ada5fdea63a182_ITA-42.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17530700487491543628,,499.7603515079245,21e574d206abb043e6776dbc165ded1a,
Synth,1bc973a57b1e7b98e013a268b1cee2bf_ITA-49.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1bc973a57b1e7b98e013a268b1cee2bf_ITA-49.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12812693902548235460,,714.5249086469412,483b48fe29ec4df5d99765d690de8c4b,
Synth,1c0290c3ebe9719c5282c3b4fef50828_ITA-70.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1c0290c3ebe9719c5282c3b4fef50828_ITA-70.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,18059876783253769944,,527.9044920057058,18bf545afda2c0bc71620d122b2c1297,
Synth,1d40296c924705140aed7fcc21caa312_ITA-54.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1d40296c924705140aed7fcc21caa312_ITA-54.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,18186802133638367033,,518.9606351843104,61ee81781c5835916beb05f5c1718ae3,
Synth,1e072e517ac73ecc8f400cb812e06fee_ITA-28.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1e072e517ac73ecc8f400cb812e06fee_ITA-28.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13346647050092475596,,788.3587910979986,69ac0fe5fbc733de0469e1a4c135f7a4,
Synth,1e0f49b196498460c2774c4f3539ded5_ITA-92.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1e0f49b196498460c2774c4f3539ded5_ITA-92.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13764918932029904696,,1815.1962683340532,90cb38046ee3717eb1bc7bedcbc03ef0,
Synth,1ebfc7677cff36ab43049e3b429f279f_ITA-48.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1ebfc7677cff36ab43049e3b429f279f_ITA-48.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16160770600470073289,,846.0912035368383,f211509e682cfeedb37ef670020abdea,
Synth,1f7444d71d089a6603c905857b698a34_ITA-21.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1f7444d71d089a6603c905857b698a34_ITA-21.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13771665063969841947,,947.3840392446144,49a19cc3eb218719e48b6561f0df7c07,
Synth,2292e481fd509265e2521defc91c620d_ITA-105.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2292e481fd509265e2521defc91c620d_ITA-105.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13648651285503053512,,490.6398192262277,d0959bb4b59ab9fbdaf1f73b2858cbdb,
Synth,237f66e5498e5ca184b9c1773febbce5_ITA-52.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/237f66e5498e5ca184b9c1773febbce5_ITA-52.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12818047310902080754,,773.7893071165308,e3aac99594ed60a1d77f566bb5922e23,
Synth,24b669c542ca90a6494ed31c63bd117f_ITA-134.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/24b669c542ca90a6494ed31c63bd117f_ITA-134.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16371576736652546918,,3223.286041021347,72b7d8ebd4262ef8b2ce31ec2f234ee1,
Synth,2633d1049758da92c61083fb334bfca5_ITA-68.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2633d1049758da92c61083fb334bfca5_ITA-68.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12339745201467568817,,614.9136025598273,dca924f5cf5d46fabccb1b3454447692,
Synth,265fc52573b9c6d72127545eccfe34e6_ITA-26.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/265fc52573b9c6d72127545eccfe34e6_ITA-26.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13070519372128767085,,787.2209700411186,26e1e5fa3911eda4aaff5421127bcf95,
Synth,27310438e39d92a81273dff315904952_ITA-47.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/27310438e39d92a81273dff315904952_ITA-47.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12783413196125392807,,640.7241804068908,f046f1d177d0eaaf28af77bf18bfa291,
Synth,27cc61ab54cef9f571eef8a0a8e5fcd3_ITA-92.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/27cc61ab54cef9f571eef8a0a8e5fcd3_ITA-92.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12342662608406810064,,848.2132357954979,08d087811d220aab2b8bd7752cdc3776,
Synth,29005ab8b6e43cfd67789b0131eec453_ITA-78.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/29005ab8b6e43cfd67789b0131eec453_ITA-78.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13701555872582895684,,526.8756994297728,422d92e17d981f67a070523ade701119,
Synth,292281439a6aa88bfffcd024c1e164d4_ITA-9.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/292281439a6aa88bfffcd024c1e164d4_ITA-9.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16243519117096346476,,480.28588008880615,6fe8835d73c5b9b814e5b4937ca35ea0,
Synth,2a53b8003fcf74003607e5ff146ef731_ITA-73.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2a53b8003fcf74003607e5ff146ef731_ITA-73.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,14046268851240345240,,1952.4222881561143,6a2aa70fdf2d5b27f1b084b1cfd89830,
Synth,2af4dce5112d0136e7f8d1fc75e3c2ca_ITA-145.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2af4dce5112d0136e7f8d1fc75e3c2ca_ITA-145.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13202233880842919736,,745.7122213803232,e085fe4c5db13e6a2021dab99ad22bb3,
Synth,2b039e3eb100a48514fcd2fb802f15e7_ITA-107.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2b039e3eb100a48514fcd2fb802f15e7_ITA-107.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16245573012598018147,,2327.5872985981405,51972161198a6f410fc8b5d99fe08f7f,
Synth,2beb392dae0857b68a1dddd6021319ba_ITA-154.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2beb392dae0857b68a1dddd6021319ba_ITA-154.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,9599709464387875990,,1233.254827364348,a9ea0ed8cf1fb510cf6459d66047277c,
Synth,2d6d636656131183cd2fb5f114aef6b7_ITA-70.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2d6d636656131183cd2fb5f114aef6b7_ITA-70.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16821109053170653899,,704.2100705951452,978e2a2e74d3e450cf3340e8b72e7203,
Synth,2ddaa677aef073b8f69de878679f28c4_ITA-35.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2ddaa677aef073b8f69de878679f28c4_ITA-35.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13791924842474053018,,592.880050896667,ca1b7362952ff3f52cb66e8dd6ad0300,
Synth,2e49096cbb50662d487d48abaf8dc427_ITA-26.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2e49096cbb50662d487d48abaf8dc427_ITA-26.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,9744827948070684063,,1540.943281344138,71a8b4e0a14e08b37abd9297b33122a6,
Synth,2e933f361d420578d429e7511d1feb48_ITA-158.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2e933f361d420578d429e7511d1feb48_ITA-158.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,9596078554461056671,,1433.7238161331045,582d7dea1c69413f150cfd09b5510711,
Synth,2ee129faf2212634a47cdb3a7e1b8cf8_ITA-167.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2ee129faf2212634a47cdb3a7e1b8cf8_ITA-167.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10470391065594001039,,2439.0893224319443,b9260ed1e7e8955c6e736bcf26767698,
Synth,2f19bb802eb55df9d3541b17e3372c14_ITA-115.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2f19bb802eb55df9d3541b17e3372c14_ITA-115.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16241035916794861479,,654.1145621389151,e92dadb6fa8c3fb9297434c67b4a7347,
Synth,2f5f4eda9ebfe97e90c5e0a6215da670_ITA-52.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2f5f4eda9ebfe97e90c5e0a6215da670_ITA-52.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12615938780617068167,,556.1490563442931,c1612cc34ceb6cdc6afaed3479405a99,
Synth,2fe18f0a52307fadec20da6c93b0a155_ITA-75.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2fe18f0a52307fadec20da6c93b0a155_ITA-75.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12385127740368059000,,771.7460879683495,58e43bf04752519e337108ec636bd7c3,
Synth,30284d20355625ee883d32a5b06d1266_ITA-41.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/30284d20355625ee883d32a5b06d1266_ITA-41.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17243879109696778014,,615.6107461145148,609a15b874fa32e9f0baa3885d37c0e1,
Synth,3067b35736b8d3f3645abf52e96fe700_ITA-158.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/3067b35736b8d3f3645abf52e96fe700_ITA-158.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10459973228014352327,,3125.1302303439006,50166e1f48edb5eefcd095c06ab8d04a,
Synth,30a887bcb3e73398a3562ce259291007_ITA-32.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/30a887bcb3e73398a3562ce259291007_ITA-32.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16226644070294644017,,370.5870854621753,98a25ea6ae9fdb250801774c997afe5e,
Synth,30cb3184af9287598fc83d9025a54b01_ITA-54.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/30cb3184af9287598fc83d9025a54b01_ITA-54.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12495448854721109531,,1058.7046147352085,7fa58c9bb5bb4b2ef768614e9310b879,
