dataset,image_name,path,width,height,original_label,binary,superclass,subclass,acquisition_type,anatom_site,split,channels,is_rgb,is_corrupt,age,sex,fitzpatrick,diagnosis_method,clinical_diagnosis,dermoscopic_diagnosis,histological_diagnosis,asymmetry,color_white,color_red,color_light_brown,color_dark_brown,color_blue_gray,color_black,phash,license,blur,md5
Synth,082dc830e309eaa0a297f4eb1ffcd353_ITA-26.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/082dc830e309eaa0a297f4eb1ffcd353_ITA-26.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0aa9baede2061ec2237e3dbc41ce72de_ITA-148.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0aa9baede2061ec2237e3dbc41ce72de_ITA-148.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0b4e2e95166ca3c6f9c74b426bc4d309_ITA-145.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0b4e2e95166ca3c6f9c74b426bc4d309_ITA-145.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0b923b464326c462aab1c03bc2455f33_ITA-136.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0b923b464326c462aab1c03bc2455f33_ITA-136.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0ba2cd1f9b97913f6d4f11998ba4a3a8_ITA-123.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0ba2cd1f9b97913f6d4f11998ba4a3a8_ITA-123.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0bfb4a12092f29b7880abc4a0346dd9a_ITA-11.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0bfb4a12092f29b7880abc4a0346dd9a_ITA-11.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0c66c0f179927d901235b2327a1a5f7b_ITA-6.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0c66c0f179927d901235b2327a1a5f7b_ITA-6.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0cca43e575001e406a79739f32a4a4e7_ITA-58.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0cca43e575001e406a79739f32a4a4e7_ITA-58.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0cd33c4270020b313bb2ce80c690480f_ITA-53.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0cd33c4270020b313bb2ce80c690480f_ITA-53.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0ea29ab6589b0a2c766a6cbd3d241de4_ITA-107.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0ea29ab6589b0a2c766a6cbd3d241de4_ITA-107.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0eb19d128c2364df8910e1d9e14178e0_ITA-104.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0eb19d128c2364df8910e1d9e14178e0_ITA-104.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0f2fd84e23fb2d88d5231d2441efb0d6_ITA-20.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0f2fd84e23fb2d88d5231d2441efb0d6_ITA-20.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0f31e6526e1e1b7596bbcedde852009d_ITA-57.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0f31e6526e1e1b7596bbcedde852009d_ITA-57.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,0f72d148be348f804feb58e284612554_ITA-101.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/0f72d148be348f804feb58e284612554_ITA-101.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,10416ad809283bf65889ff3c49fe3ec6_ITA-41.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/10416ad809283bf65889ff3c49fe3ec6_ITA-41.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,10f0c131b4d7e82a8e6e7d5131695bb0_ITA-88.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/10f0c131b4d7e82a8e6e7d5131695bb0_ITA-88.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1125b81c793f85564377e33e00a713df_ITA-171.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1125b81c793f85564377e33e00a713df_ITA-171.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1158fa796b07d96b8a11ebe44f4bedaf_ITA-106.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1158fa796b07d96b8a11ebe44f4bedaf_ITA-106.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,11e21ab24920d4981b6615f56fb109e3_ITA-23.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/11e21ab24920d4981b6615f56fb109e3_ITA-23.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,121417e4c88c97438606c56316bed25e_ITA-147.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/121417e4c88c97438606c56316bed25e_ITA-147.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,12d9175a0534e28bf5085a5816807072_ITA-160.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/12d9175a0534e28bf5085a5816807072_ITA-160.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,13f998ecadcc36a87ade633529e90c53_ITA-39.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/13f998ecadcc36a87ade633529e90c53_ITA-39.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1526df28a85fa2ce68a898e8cb8e110b_ITA-105.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1526df28a85fa2ce68a898e8cb8e110b_ITA-105.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,158bb6b55f845b43b80e1e12b608e124_ITA-24.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/158bb6b55f845b43b80e1e12b608e124_ITA-24.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,158bd00ccd61604bc2143fd7c9a8d873_ITA5.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/158bd00ccd61604bc2143fd7c9a8d873_ITA5.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,15c16c5746ebd604a7f9faee7d839620_ITA-164.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/15c16c5746ebd604a7f9faee7d839620_ITA-164.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1602e53e792329ac1731b930db8da2c5_ITA-176.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1602e53e792329ac1731b930db8da2c5_ITA-176.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,17232a7679b75b6dbf73549d2880dab1_ITA-47.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/17232a7679b75b6dbf73549d2880dab1_ITA-47.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1745a2551c7c7b3e6eaf0c975d0a2e51_ITA-29.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1745a2551c7c7b3e6eaf0c975d0a2e51_ITA-29.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1752a3a540909740796cf4df30109692_ITA-150.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1752a3a540909740796cf4df30109692_ITA-150.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,178160ccbb1486cd3dcdb2949bd69e42_ITA-60.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/178160ccbb1486cd3dcdb2949bd69e42_ITA-60.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,17fc0263bd0f4ed309531c27c2c0b132_ITA-95.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/17fc0263bd0f4ed309531c27c2c0b132_ITA-95.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,184a290a299c184822c489d402d6a015_ITA-24.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/184a290a299c184822c489d402d6a015_ITA-24.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,189ad2eb741457a7954dd0a1a232bbed_ITA-167.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/189ad2eb741457a7954dd0a1a232bbed_ITA-167.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,18a700e4e1bfd25ea23dba3c26e5eebd_ITA7.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/18a700e4e1bfd25ea23dba3c26e5eebd_ITA7.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1ab8da6927d30ebf86ada5fdea63a182_ITA-42.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1ab8da6927d30ebf86ada5fdea63a182_ITA-42.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1bc973a57b1e7b98e013a268b1cee2bf_ITA-49.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1bc973a57b1e7b98e013a268b1cee2bf_ITA-49.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1c0290c3ebe9719c5282c3b4fef50828_ITA-70.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1c0290c3ebe9719c5282c3b4fef50828_ITA-70.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1d40296c924705140aed7fcc21caa312_ITA-54.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1d40296c924705140aed7fcc21caa312_ITA-54.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1e072e517ac73ecc8f400cb812e06fee_ITA-28.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1e072e517ac73ecc8f400cb812e06fee_ITA-28.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1e0f49b196498460c2774c4f3539ded5_ITA-92.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1e0f49b196498460c2774c4f3539ded5_ITA-92.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1ebfc7677cff36ab43049e3b429f279f_ITA-48.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1ebfc7677cff36ab43049e3b429f279f_ITA-48.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,1f7444d71d089a6603c905857b698a34_ITA-21.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/1f7444d71d089a6603c905857b698a34_ITA-21.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2292e481fd509265e2521defc91c620d_ITA-105.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2292e481fd509265e2521defc91c620d_ITA-105.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,237f66e5498e5ca184b9c1773febbce5_ITA-52.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/237f66e5498e5ca184b9c1773febbce5_ITA-52.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,24b669c542ca90a6494ed31c63bd117f_ITA-134.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/24b669c542ca90a6494ed31c63bd117f_ITA-134.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2633d1049758da92c61083fb334bfca5_ITA-68.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2633d1049758da92c61083fb334bfca5_ITA-68.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,265fc52573b9c6d72127545eccfe34e6_ITA-26.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/265fc52573b9c6d72127545eccfe34e6_ITA-26.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,27310438e39d92a81273dff315904952_ITA-47.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/27310438e39d92a81273dff315904952_ITA-47.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,27cc61ab54cef9f571eef8a0a8e5fcd3_ITA-92.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/27cc61ab54cef9f571eef8a0a8e5fcd3_ITA-92.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,29005ab8b6e43cfd67789b0131eec453_ITA-78.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/29005ab8b6e43cfd67789b0131eec453_ITA-78.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,292281439a6aa88bfffcd024c1e164d4_ITA-9.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/292281439a6aa88bfffcd024c1e164d4_ITA-9.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2a53b8003fcf74003607e5ff146ef731_ITA-73.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2a53b8003fcf74003607e5ff146ef731_ITA-73.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2af4dce5112d0136e7f8d1fc75e3c2ca_ITA-145.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2af4dce5112d0136e7f8d1fc75e3c2ca_ITA-145.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2b039e3eb100a48514fcd2fb802f15e7_ITA-107.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2b039e3eb100a48514fcd2fb802f15e7_ITA-107.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2beb392dae0857b68a1dddd6021319ba_ITA-154.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2beb392dae0857b68a1dddd6021319ba_ITA-154.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2d6d636656131183cd2fb5f114aef6b7_ITA-70.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2d6d636656131183cd2fb5f114aef6b7_ITA-70.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2ddaa677aef073b8f69de878679f28c4_ITA-35.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2ddaa677aef073b8f69de878679f28c4_ITA-35.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2e49096cbb50662d487d48abaf8dc427_ITA-26.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2e49096cbb50662d487d48abaf8dc427_ITA-26.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2e933f361d420578d429e7511d1feb48_ITA-158.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2e933f361d420578d429e7511d1feb48_ITA-158.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2ee129faf2212634a47cdb3a7e1b8cf8_ITA-167.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2ee129faf2212634a47cdb3a7e1b8cf8_ITA-167.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2f19bb802eb55df9d3541b17e3372c14_ITA-115.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2f19bb802eb55df9d3541b17e3372c14_ITA-115.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2f5f4eda9ebfe97e90c5e0a6215da670_ITA-52.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2f5f4eda9ebfe97e90c5e0a6215da670_ITA-52.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,2fe18f0a52307fadec20da6c93b0a155_ITA-75.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/2fe18f0a52307fadec20da6c93b0a155_ITA-75.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,30284d20355625ee883d32a5b06d1266_ITA-41.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/30284d20355625ee883d32a5b06d1266_ITA-41.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,3067b35736b8d3f3645abf52e96fe700_ITA-158.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/3067b35736b8d3f3645abf52e96fe700_ITA-158.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,30a887bcb3e73398a3562ce259291007_ITA-32.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/30a887bcb3e73398a3562ce259291007_ITA-32.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,30cb3184af9287598fc83d9025a54b01_ITA-54.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/30cb3184af9287598fc83d9025a54b01_ITA-54.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,3156a064724ad9674cdb4579a15988a3_ITA-122.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/3156a064724ad9674cdb4579a15988a3_ITA-122.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,32676036f89e2e1ca29e6f8d2e131d24_ITA-174.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/32676036f89e2e1ca29e6f8d2e131d24_ITA-174.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,33b3a8aaed3264e06270af06f40a99bb_ITA-154.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/33b3a8aaed3264e06270af06f40a99bb_ITA-154.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,33c4bf5ca13518d9a48a9266fd98e0c5_ITA-93.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/33c4bf5ca13518d9a48a9266fd98e0c5_ITA-93.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,355798027f209f5251ee462f39b9d838_ITA-30.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/355798027f209f5251ee462f39b9d838_ITA-30.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,35747c89b252f304efb174214e1bebd2_ITA-44.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/35747c89b252f304efb174214e1bebd2_ITA-44.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,358d42ce5eeac58bb2300986af639b7c_ITA-63.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/358d42ce5eeac58bb2300986af639b7c_ITA-63.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,359d89f78bd10f82eedf7259b13e0db8_ITA-70.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/359d89f78bd10f82eedf7259b13e0db8_ITA-70.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,35afc9bbe524b0986fd0b6d1050168ef_ITA1.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/35afc9bbe524b0986fd0b6d1050168ef_ITA1.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,35e6dda982c5048c41bfe2c212656ad2_ITA-118.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/35e6dda982c5048c41bfe2c212656ad2_ITA-118.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,363dc23a42920b824fb49c914aa73e90_ITA-114.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/363dc23a42920b824fb49c914aa73e90_ITA-114.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,36f2b5d348aa11279875a2c12ad1859d_ITA-43.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/36f2b5d348aa11279875a2c12ad1859d_ITA-43.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,3933301850ae4cf67c487d1a15f1d8aa_ITA-102.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/3933301850ae4cf67c487d1a15f1d8aa_ITA-102.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,3b0f97cfb8741181bc52350176da669a_ITA-116.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/3b0f97cfb8741181bc52350176da669a_ITA-116.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,3bc552d75ce2404d4d1c392a1fe8ffe1_ITA-139.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/3bc552d75ce2404d4d1c392a1fe8ffe1_ITA-139.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,3bfc671b6888b0e73eddcd8b0ec98b1a_ITA-128.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/3bfc671b6888b0e73eddcd8b0ec98b1a_ITA-128.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,3d8978be742825069f61d4168fa377b4_ITA-104.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/3d8978be742825069f61d4168fa377b4_ITA-104.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,4080d6e9d42a5047a8925ddaeafb0a9e_ITA-65.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/4080d6e9d42a5047a8925ddaeafb0a9e_ITA-65.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,416b58845ddb8a0f4aedc93332a25f02_ITA-162.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/416b58845ddb8a0f4aedc93332a25f02_ITA-162.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,41d1cf23e081743a6683874e5ef8f78d_ITA-84.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/41d1cf23e081743a6683874e5ef8f78d_ITA-84.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,426f6841cb3c3763059b72800002b7d9_ITA-43.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/426f6841cb3c3763059b72800002b7d9_ITA-43.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
