step,train_loss
451,0.2318345308303833
452,0.20058363676071167
453,0.12918177247047424
454,0.28107234835624695
455,0.10766565799713135
456,0.1794029325246811
457,0.15198884904384613
458,0.1493721753358841
459,0.14483453333377838
460,0.09370448440313339
461,0.28262773156166077
462,0.1471714824438095
463,0.18950334191322327
464,0.33924371004104614
465,0.18453587591648102
466,0.12127736210823059
467,0.2149742692708969
468,0.1625019609928131
469,0.15554820001125336
470,0.18344955146312714
471,0.07967401295900345
472,0.21398665010929108
473,0.195316344499588
474,0.04499752074480057
475,0.24438440799713135
476,0.15667939186096191
477,0.1633821725845337
478,0.1685125231742859
479,0.10564261674880981
480,0.1535840928554535
481,0.19739249348640442
482,0.17631182074546814
483,0.16222511231899261
484,0.1158929243683815
485,0.2887817621231079
486,0.10540597885847092
487,0.219247505068779
488,0.10185403376817703
489,0.0984085276722908
490,0.19595862925052643
491,0.1723913550376892
492,0.05927562341094017
493,0.17495179176330566
494,0.11623567342758179
495,0.27652257680892944
496,0.24231353402137756
497,0.21530641615390778
498,0.10018891841173172
499,0.15952563285827637
500,0.1819775402545929
501,0.15873974561691284
502,0.0925854742527008
503,0.12782903015613556
504,0.10578349232673645
505,0.31658464670181274
506,0.08141214400529861
507,0.14880818128585815
508,0.1245262622833252
509,0.14439867436885834
510,0.35700708627700806
511,0.18227651715278625
512,0.06564927101135254
513,0.18050616979599
514,0.2023763507604599
515,0.07717079669237137
516,0.40785837173461914
517,0.13691449165344238
518,0.18030594289302826
519,0.31659752130508423
520,0.17812779545783997
521,0.10883413255214691
522,0.10593736171722412
523,0.22200794517993927
524,0.12828414142131805
525,0.13503827154636383
526,0.15204545855522156
527,0.06458963453769684
528,0.13637781143188477
529,0.07435455173254013
530,0.0720117837190628
531,0.12728138267993927
532,0.2824757993221283
533,0.03534459322690964
534,0.05477974936366081
535,0.16438503563404083
536,0.07735145837068558
537,0.2719731032848358
538,0.14832231402397156
539,0.25097328424453735
540,0.07191305607557297
541,0.16636443138122559
542,0.12093480676412582
543,0.12487289309501648
544,0.12292005866765976
545,0.1709136813879013
546,0.23857374489307404
547,0.12449746578931808
548,0.2505994737148285
549,0.1432255208492279
550,0.11660132557153702
551,0.15180367231369019
552,0.14124009013175964
553,0.1684413105249405
554,0.16882875561714172
555,0.13691821694374084
556,0.12446123361587524
557,0.08770889788866043
558,0.14556775987148285
559,0.10553993284702301
560,0.16459599137306213
561,0.18198613822460175
562,0.21902009844779968
563,0.2164781391620636
564,0.22726188600063324
565,0.12109844386577606
566,0.08386734127998352
567,0.16781461238861084
568,0.09206967055797577
569,0.0727759301662445
570,0.13503892719745636
571,0.12260202318429947
572,0.16469870507717133
573,0.03191952034831047
574,0.2510494887828827
575,0.04399854689836502
576,0.17724542319774628
577,0.1467507779598236
578,0.09599369019269943
579,0.2593702971935272
580,0.25358846783638
581,0.22881962358951569
582,0.123979352414608
583,0.1158551424741745
584,0.2250346541404724
585,0.27067333459854126
586,0.14257709681987762
587,0.18815022706985474
588,0.135098397731781
589,0.3043422996997833
590,0.29700466990470886
591,0.3019315302371979
592,0.2505471408367157
593,0.16817477345466614
594,0.13759392499923706
595,0.14973196387290955
596,0.14996738731861115
597,0.11046046018600464
598,0.13800376653671265
599,0.12622293829917908
600,0.12361045181751251
601,0.22723299264907837
602,0.22001540660858154
603,0.2308841198682785
604,0.09959607571363449
605,0.1824759542942047
606,0.22528742253780365
607,0.09401432424783707
608,0.08346496522426605
609,0.18540477752685547
610,0.16136060655117035
611,0.1848447471857071
612,0.2140660434961319
613,0.14354494214057922
614,0.05859539657831192
